_id,ANO,TIPO,ORGANISMO,POBLACION,ENTIDAD,AREA DE GASTO,POLITICA DE GASTO,GRUPO DE PROGRAMAS,PROGRAMAS,SUBPROGRAMAS,CLAS. ECONOMICA,CREDITOS INICIALES,CREDITOS DEFINITIVOS,EJECUTADO,PAGADO,PAGADO EJERCICIO CERRADO
84,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,420 - De la Administración General del Estado,42000 - Participación en los Tributos del Estado,0,0,0,0,0
85,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,420 - De la Administración General del Estado,42002 - De la Administración del Estado,0,0,0,0,0
86,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,420 - De la Administración General del Estado,42005 - DE LA ADMINISTRACION DEL ESTADO,0,0,0,0,0
87,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,420 - De la Administración General del Estado,42010 - Fondo Complementario de Financiación,15137292,15137292,14701102.26,14701102.26,0
88,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,420 - De la Administración General del Estado,42020 - Compensación por beneficios fiscales,0,0,0,0,0
89,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,420 - De la Administración General del Estado,42090 - Otras transferencias corrientes de la Administración General del Estado,2548984,2548984,2615400.79,2615400.79,0
91,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,420 - De la Administración General del Estado,42092 - Otras transf. corrientes admón del Estado,0,0,0,0,0
92,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,421 - De Organismos Autónomos y agencias estatales,42100 - Del Servicio Público de Empleo Estatal,0,0,0,0,0
93,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,421 - De Organismos Autónomos y agencias estatales,42111 - Fondo Estatal para el Empleo y la Sostenibilidad,0,0,0,0,0
94,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,421 - De Organismos Autónomos y agencias estatales,42129 - De Organismos Autónomos y agencias estatales.,0,0,0,0,0
95,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,421 - De Organismos Autónomos y agencias estatales,42190 - De otros Organismos Autónomos y Agencias,0,0,5998.03,5998.03,0
96,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,421 - De Organismos Autónomos y agencias estatales,42191 - De Organismos Autónomos Administrativos,0,0,0,0,0
97,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,"423 - De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",42300 - De Loterías y Apuestas del Estado,0,0,0,0,0
98,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,42 - De la Administración del Estado,"423 - De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos","42390 - De otras sociedades mercantiles estatales, entidades públicas empresariales y organismos públicos",0,0,0,0,0
99,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45000 - Participación en tributos de la Comunidad Autónoma,0,0,0,0,0
101,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45002 - Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y Políticas de Igualdad,2333069,2333069,2346069,2346069,0
102,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45003 - De la Administración General del PP.AA.,30000,30000,29169.64,27395.55,1901.67
103,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45004 - De la Administración General del PP.AA.,88000,88000,87150,65362.5,21787.5
104,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45005 - De la Administración General del PP.AA.,0,0,0,0,0
105,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45006 - De la Administración General del PP.AA.,28629,28629,28629,28629,28629
106,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45007 - De la Administración General del PP.AA.,0,0,0,0,0
107,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45008 - De la Administración General del PP.AA.,18000,18000,16669,0,16669
108,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45009 - De la Administración General del PP.AA.,0,0,0,0,0
109,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45010 - De la Administración General de las Comunidades Autónomas.,0,0,4656.97,4656.97,0
111,2018,Ingresos,Ayuntamiento,Avilés,Ayuntamiento Avilés,I - Ingresos no financieros,I - Ingresos corrientes,4 - TRANSFERENCIAS CORRIENTES,45 - De Comunidades Autónomas,450 - De la Administración General de las Comunidades Autónomas,45012 - PP.AA. SUBV. ACCIONES FORMACION PARA EL EMPLEO,0,0,0,0,0
